EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5463953,DANE (ZONE), ,07/01/2005,800,Drought, , ,0,0,0,0,WI,CST, ,1194665,Z,63,MKX,0,0,OTHER FEDERAL AGENCY, , , , , , , , , , , , ,"","Drought conditions developed over south-central and southeast Wisconsin in July, 2005, after the weather pattern turned quiet in mid and late June, 2005.  The drought classification for south-central and southeast Wisconsin worsened from D0 at the start of the month to severe drought (D2) on July 19, with the exception of the southeast corner consisting of Walworth, Racine, and Kenosha counties.  The drought in these three counties worsened to extreme (D3) on July 19th.  The drought was preceded by a long period of below-normal precipitation extending back to March, 2005.  Milwaukee General Mitchell International Airport (Milwaukee Co.) reported a 6.99 inch deficit from the beginning of March through the end of July.  Madison's Truax Field (Dane Co.) reported a 4.08 inch deficit.  although it was too early to determine, widespread crop losses were expected, with the worst in the southeast corner of the state.  Anu monetary losses due to this drought will be indicated in the last drought event entry for this current drought, whenever that may be.  A severe drought means crop or pasture losses are likely, fire risk is very high, and water shortages are common.  An extreme drought means major crop or pasture losses is likely, fire risk is extremely high, and widespread water shortages may be common.",32
5464056,DANE CO.,MIDDLETON,07/23/2005,1420,Thunderstorm Wind,52, ,0,0,2000,0,WI,CST,EG,1194668,C,25,MKX,0,0,TRAINED SPOTTER, , , , , , , ,MIDDLETON,43.10,-89.50,43.10,-89.50,"","A mesoscale convective system/derecho developed in western Minnesota during the early morning, then tracked into central Wisconsin before riding the warm front southeast into southeast Wisconsin and portions of south-central Wisconsin during the afternoon.  The powerful winds generated by the storms were generally in the 52 to 56 knot range (60 to 65 mph), but peaked at hurricane-force in a couple locations .  Most of the damage was characterized as toppled large trees and downed power lines as the storms raced southeast.  The hardest hit areas were in Marquette, Dodge, and Jefferson counties.  Widespread tree damage was reported by law enforcement in Green Lake and southern Jefferson counties.  Otherwise damaging thunderstorm winds were more scattered.  A barn was completely destroyed 3 miles southwest of Waupun at 1405CST where winds were estimated to have gusted around 65 knots (75 mph).  Roof damage was noted on a house in Fox Lake (Dodge Co.), where winds were estimated to have gusted to around 65 knots (75 mph).  As the northeastern end of the line progressed toward the Lake Michigan shoreline, it weakened substantially.  However, the southwestern portion of the line progressed into Walworth, Racine, and Kenosha counties, continuing to produce areas of wind damage, before it died at the Illinois border shortly after 1530CST.  Lightning during the afternoon and overnight hours damaged two buildings in Watertown (Jefferson Co.).  Synoptically, the quasi-stationary front, noted in the July 21st episode, sagged south into Iowa and Illinois on the 22nd, then began to head back into Wisconsin as a warm front on the 23rd.",33
5464179,DANE CO.,SHOREWOOD HILLS,07/25/2005,2230,Thunderstorm Wind,58, ,0,0,5000,0,WI,CST,MG,1194670,C,25,MKX,0,0,TRAINED SPOTTER, , , ,1,SSW,1,SSW,SHOREWOOD HILLS,43.07,-89.47,43.07,-89.47,"","Two rounds of severe weather occurred on July 25th.  The first round developed during the afternoon hours as instability increased and scattered severe storms developed and tracked across Iowa, northern Illinois and extreme southern Wisconsin.  One pulsing storm produced damaging downburst winds which toppled large trees on a golf course southeast of Monroe.  One strong supercell storm crossed into Wisconsin and propagated into Rock County where it nearly stalled and began backbuilding.  Rotating wall clouds were reported across Rock County by law enforcement.  Golf ball sized hail (1.75") was reported from 1 NE Milton to 7 NE Milton at 1500CST, resulting in extensive crop damage.  Downburst winds were reported west, north, and northeast of Milton.  At 1507CST a rain-wrapped tornado developed 4 NNE Milton and traveled east to 5 NE Milton where it dissipated at 1511CST.  Some structural damage resulted, and winds were estimated around 85 knots (100 mph), giving this tornado a F1 ranking.  Other thunderstorms developed across Columbia and Dodge counties, producing mainly funnel clouds.

The second round of severe weather came with the cold front after 2100CST.  A line of severe thunderstorms, with some bowing segments, developed and pushed through south central and southeast Wisconsin during the late evening.  Damaging winds, which toppled large trees, with some large hail, were noted with this line.  A thunderstorm with estimated wind gusts of 65 knots (75 mph) caused a tree to be uprooted and land on a house in Baraboo at 2110 CST, causing 20,000 dollars in damage.  Near Hartford, a 20 by 20 foot section of a barn door was blown off as well as a roof of a storage garage.  A 100 by 30 foot corn patch was also flattened.  Elsewhere, scattered reports of tree damage were reported.",34
5475888,DANE (ZONE), ,08/01/2005,0,Drought, , ,0,0,0,0,WI,CST, ,1198479,Z,63,MKX,0,0,OFFICIAL NWS OBS., , , , , , , , , , , , ,"","A warm and dry August helped strengthen the drought for south-central and southeast Wisconsin that started on July 1, 2005.  Rainfall deficits for August ranged from between 2.50 to 3.50 inches across the area.  Milwaukee Mitchell Field (Milwaukee Co.) reported an August deficit of 2.74 inches, which caused the March through August deficit to reach 9.43 inches.  Similarly at at Madison's Truax Field  (Dane Co.) , a 3.11 inch deficit was reported in August, setting the March through August deficit at 7.19 inches.  Most of the precipitation observed occurred during the middle of the month, helping to relieve the drought status for the southeast corner of the state toward the end of August.  Counties such as Rock, Walworth, Waukesha, Milwaukee, Racine, and Kenosha previously in an extreme drought (D3) status were downgraded to a severe drought (D2) on August 16.  The remainder of south-central and southeast Wisconsin remained in severe drought status (D2).  Widespread crop losses were still expected, but damage estimates will not be known until the end of the fall harvest.",35
5475850,DANE CO.,MT HOREB,08/18/2005,1655,Funnel Cloud, , ,0,0,0,0,WI,CST, ,1198478,C,25,MKX,0,0,AMATEUR RADIO, , , ,3,SE,3,SE,MT HOREB, , , , ,"","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",36
5475851,DANE CO.,BLACK EARTH,08/18/2005,1703,Funnel Cloud, , ,0,0,0,0,WI,CST, ,1198478,C,25,MKX,0,0,TRAINED SPOTTER, , , ,2,NW,2,NW,BLACK EARTH, , , , ,"","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",37
5475852,DANE CO.,VERONA,08/18/2005,1710,Funnel Cloud, , ,0,0,0,0,WI,CST, ,1198478,C,25,MKX,0,0,LAW ENFORCEMENT, , , , , , , ,VERONA, , , , ,"","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",38
5475742,DANE CO.,FITCHBURG,08/18/2005,1715,Tornado, ,F3,1,23,34310000,750000,WI,CST, ,1198478,C,25,MKX,0,0,NWS STORM SURVEY, ,17,600,3,SE,3,SSW,ROCKDALE,42.92,-89.43,42.93,-89.05,"A strong and destructive tornado spun up at 1715CST about 2.8 miles southeast of the geographic center of Fitchburg (or 2.0 miles north of center of Oregon), about 400 yards southwest of the intersection of CTH MM and Schnieder Rd.  It continued east-southeast to the southern edge of Lake Kegonsa and tore through residential neighborhoods about 1/3 to 1/2 mile north of CTH B (Civil Towns of Dunn and Pleasant Springs, and far-northern Stoughton).  It moved over the crossing of CTH A with Interstate 90/39, and stayed close to CTH A to its exit point at 1905CST where CTH A crosses into Jefferson County, about 2.8 miles south-southwest of Rockdale.  One person was crushed to death in their basement from fireplace and chimney bricks that crashed through the floor.  Twenty-three (23) other people were directly injured.  In addition, Emergency Management officials received reports of 2 other indirectly-related deaths associated with this strong tornado.  In these two cases, the people were already very ill or suffering from a life-ending  disease.  Injuries they received during the tornado contributed (secondary) to their death, but were not the primary cause of death, based on medical examiner reports.  Consequently, these additional two deaths do not appear in the official death tally in the header strip of this event.  Numerous homes, businesses, farm buildings, vehicles, power-lines, trees, and other personal effects were either damaged or destroyed along its path that grew to a maximum width of about 600 yards north of Stoughton.  As for residential structures, 220 sustained minor damage, 84 had major damage, and 69 were destroyed.  As for business structures, 6 sustained minor damage, 1 had major damage, and 1 was destroyed.  As for agricultural structures, 5 sustained minor damage, 5 had major damage, and 40 were destroyed.  Total estimated damage amounts (directly-related) for private and public sectors combined was $35.06 M, broken down to $34.31 M in property damage and $750 K in crop losses, for the tornado segment in Dane County.  This tornado was probably the 3rd most costly tornado in Wisconsin's recorded history (1996 Oakfield tornado and 1984 Barneveld tornadoes were more costly). The $34.31 M in property damage was broken down to private losses (total of 32.29 M) and public losses (total of $2.02 M), per Emergency Manager reports and NWS estimates.  The private losses included a total of $25.45 M for residential structures, $1.29 M for businesses, $4.25 M for agricultural structures, $1.00 M for damage to vehicles, boats, and other personal effects, $200 K to agricultural machinery and tools, and $96 K in public road system damage.  The public losses making up part of the $34.31 M consisted of $2.02 M in damage to public utility systems.  The $750 K in damage attributed to crop losses occurred on an estimated 1,550 acres of land.  Additional monetary costs incurred in the public sector (totaling $1.84 M) which are considered indirectly-related damage expenses, and not included in the "direct" totals listed in the header-strip of this event, include: $1.38 M in debris clearance, $308 K in protective measures, and miscellaneous damage/expenses of $144 K.  Therefore, the grand total of direct and indirect damage amounts and expenses attributed to this tornado segment in Dane county totaled about $36.89 M.

Just south of the tornado, extending out another mile or so, tree and power-line damage resulted from rear-flank downdraft damage - in some cases south to STH 51.  This damage is separate from tornado damage, and isn't included in the numbers in previous sentences.  Debris from this tornado was lofted by the parent's updraft and carried downstream to scattered locations in the counties of Jefferson, Waukesha, Milwaukee, Walworth, Racine, and Kenosha.  This tornado was extensively photographed and video-taped by storm spotters (amateur radio operators, etc.), storm chasers, and private citizens.  On occasions, this tornado displayed multiple-vortex characteristics.  Due to partial back-building (to the west-southwest) of the supercell's updraft tower, this tornado moved slowly, and was described by some eyewitnesses and spotters as being nearly stationary at times north of Stoughton.  The overall slow movement (supercell moved at 12-17 knots, or 10-15 mph), coupled with structures that were not thoroughly reinforced (based on NWS damage survey), allowed the tornado's cyclonic winds to more severely damage buildings in its path.  Consequently, although some of the worst damage resembled what would be left by a F4 tornado for well-built homes, this tornado was rated at the top of the F3 category with estimated winds near 174 knots (200 mph).  The F3 category has estimated wind speeds of 137-179 knots (158-206 mph).  A sampling of newspaper headlines and personal quotes included: "The Sky Just Exploded,"  "Hard to Believe There Weren't More Deaths," "New Technology Lowers Tornado Deaths,"  "Counting Losses, Blessings," "It Was Probably The Most Intense Storm In The Country This Year," "It's a Mess Out Here," and "I've Never Experienced Anything Like This."  The tornado cut electrical power for 1700 customers in the Stoughton area.  The estimated average path length was about 175 yards.","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",39
5475743,DANE CO.,DANE,08/18/2005,1717,Tornado, ,F0,0,0,0,2000,WI,CST, ,1198478,C,25,MKX,0,0,NWS STORM SURVEY, ,2,30,2,WSW,1,N,DANE,43.23,-89.53,43.27,-89.50,"At 1717CST, a tornado developed 2.0 miles west-southwest of the village of Dane (Dane Co.)  It traveled northeast and ended 0.8 miles north of Dane at 1721CST.  Corn crop damage was noted and this tornado was rated an F0.  The damage was noticeable from any of the local roads, but was seen only from an airplane flyover conducted by a severe weather spotter.","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",40
5475886,DANE CO.,STOUGHTON,08/18/2005,1725,Thunderstorm Wind,65, ,0,0,50000,0,WI,CST,EG,1198478,C,25,MKX,0,0,NWS STORM SURVEY, , , ,2,NW,7,E,STOUGHTON,42.93,-89.25,42.92,-89.08,"Rear-flank downdraft (RFD) damage occurred south of the F3 tornado that plowed through the area just north of Stoughton (Dane Co.).  Numerous large trees were uprooted or had broken large branches.   Several power-lines were damaged.","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",41
5475853,DANE CO.,MADISON,08/18/2005,1738,Funnel Cloud, , ,0,0,0,0,WI,CST, ,1198478,C,25,MKX,0,0,LAW ENFORCEMENT, , , , , , , ,MADISON, , , , ,"","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",42
5475794,DANE CO.,COTTAGE GROVE,08/18/2005,1800,Hail,1.75, ,0,0,0,0,WI,CST, ,1198478,C,25,MKX,0,0,LAW ENFORCEMENT, , , ,8,SSE,8,SSE,COTTAGE GROVE,42.98,-89.13,42.98,-89.13,"","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",43
5475793,DANE CO.,ROCKDALE,08/18/2005,1810,Tornado, ,F1,0,0,75000,0,WI,CST, ,1198478,C,25,MKX,0,0,NWS STORM SURVEY, ,1.6,100,2,SSW,1,SSE,ROCKDALE,42.95,-89.05,42.95,-89.02,"This tornado developed just north of the F3 Stoughton tornado path, at 1810CST about 1.6 miles south-southwest of Rockdale, or 0.2 mile southwest of the intersection of Hoopen Rd. and East Church Rd.  The tornado tracked east along or near Hooopen Rd., until it dissipated at a location 1.3 south-southeast of Rockdale at 1815CST, or about 0.2 miles northeast of the intersection of Hoopen Rd. and Pleasant Rd.  Many large trees were uprooted or twisted, and minor damage was inflicted on 3 homes and one pole shed.  In addition, power-lines were knocked down.  This tornado was rated F1 with estimated winds of 64-97 knots (73-112 mph).  Average path width was about 50 yards.","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",44
5475845,DANE CO.,OREGON,08/18/2005,1825,Thunderstorm Wind,52, ,0,0,1000,1000,WI,CST,EG,1198478,C,25,MKX,0,0,TRAINED SPOTTER, , , , , , , ,OREGON,42.93,-89.38,42.93,-89.38,"Several large trees were uprooted.","The largest single-day tornado outbreak in Wisconsin recorded history for south-central and southeast Wisconsin occurred on August 18, 2005.  Sixteen tornadoes were documented on this day in south-central and southeast Wisconsin, a new single-day record.  A line of supercells developed and pushed across south-central Wisconsin during the afternoon hours, and then pushed east across southeast Wisconsin during the evening hours.   Most of the tornadoes were associated with two supercells.  One main supercell tracked across Sauk County and then into Columbia, producing one F0 and one F2 tornado.  The F2 tornado crossed into Columbia County.  Another main supercell produced an F3 tornado that devastated the area north of city of Stoughton (Dane Co.), and a weaker F1 tornado just south of the city of Rockdale (Dane Co.).  This supercell then tracked into southwestern Jefferson County a short time later, producing two F0 tornadoes and four F1 tornadoes.  The sixteen (16) tornadoes contributed largely to both the new state record of 27 tornadoes on a single day, and 62 tornadoes for a calendar year.  In additiion, there were scattered reports of funnel clouds, damaging straight-line, downburst winds, and large hail across south-central and southeast Wisconsin.  The total direct damage estimate for the afternoon and evening tornado and severe weather outbreak in south-central and southeast Wisconsin on August 18th was about $36.6 M ($35.7 property and $948 K crop).  Additional indirect costs totaled almost $1.9 M, resulting in a total direct and direct cost of about $38.5 M. 

Synoptically, a surface low pressure system was located over extreme southeast Minnesota early in the afternoon.  A warm front extended east southeast from the low with dew points pooling in the lower 70s along it.  The surface low moved east into east central Wisconsin by 2100CST that evening.  Favorable wind shear associated with the warm front, combined with the strong instability supplied by the heat and humidity, helped to produce numerous tornadic supercells.",45
