,business_id,weekday,hour,checkins
19443,7iZYl52Gtica73shRYsuMQ,Wed,0:00,3
19468,MkSF0SJUMj2A3ewUhUUBvw,Wed,16:00,2
19577,NXTsT01IVpKYPpa_1L-Rlw,Tue,0:00,2
19877,V46DbgV5cTnYAwpBS70owQ,Sun,21:00,3
20103,xkdgCrkgfbI80Htst6-Lbw,Wed,2:00,1
20301,2qjvYspb3bEmCaw1vmSk0g,Fri,1:00,10
20373,hM48axj9twnf7A6a5f8cjA,Sat,21:00,1
20388,azJAJh8oivpsU9HzlLS6EA,Fri,2:00,1
20502,RpJJeDl84FKx4-FwwY2w0w,Tue,0:00,2
20738,OHlWeG019fqPbvYO5ZDEqg,Sun,1:00,1
20798,LZ_R2OLgZQSQMMzlp8uUOA,Wed,21:00,3
20827,c7ZTyqSG4v4ZVwK3vuDklQ,Wed,21:00,3
20838,FhHD0Y_TPysnHOfB8uS6eQ,Sat,19:00,1
20854,VfWX3UCKvUnVktdOuR8TwA,Sun,0:00,15
21180,5paKcA2AAguJgZYBkr-I7A,Mon,12:00,7
21255,ZliwQrjUnAosBLM8W_bsGQ,Fri,20:00,1
21318,HNW4P0jAhXYRJ_op7OcWCw,Tue,17:00,1
21339,-pV9kWNoA9vyHfM_auYecA,Sat,0:00,24
21689,Jrwc8lczFNNXOMolie1amg,Wed,19:00,1
21758,7q7qaGPUUCqMljdIGwzvFQ,Mon,19:00,2
21765,hoqk5SFvERVDJVXUaFLpLQ,Sun,16:00,2
21887,Pzs43Fkub-6A9hA1zqpF_w,Wed,0:00,7
21909,P3pgWKV7j_ea-UqIaOnvvg,Tue,16:00,2
21910,PLiVD2blqBDRzAAd1_RxxQ,Sat,6:00,1
22007,5paKcA2AAguJgZYBkr-I7A,Sat,21:00,7
22054,i60v66vwf1A13YqcIqGD_A,Thu,14:00,5
22066,s44Pr0mXmAtxiRqz_m9CPA,Sat,17:00,1
22251,s-2MJj4o8SGOKGcNjmfx6g,Wed,17:00,1
22272,t-NF_3LecjuOlwiK-Gx2KQ,Wed,17:00,3
22456,Pzs43Fkub-6A9hA1zqpF_w,Mon,18:00,8
22476,ues2rFe_hbRC7s232PX5QA,Sun,1:00,18
22556,DHiXfpd_vSfCCeFXPSucTA,Thu,17:00,8
22581,nD_SylumoZnWevDlWcyGcQ,Sat,22:00,1
22620,1a3Pkkwb7yB_vmxgKwmqXw,Tue,23:00,10
22887,dTtMrvC0UoDV-3-8diJYLw,Sat,8:00,1
22994,q7O9lH4PaBZj3FTIhRYnkQ,Fri,0:00,1
23201,kEIe_lyBKdFB6Hv_wsUYaw,Sun,22:00,4
23258,IsADZMYEJKXTtPfN9YsiBA,Fri,21:00,3
23320,hNpUT1RRuE6rj-QvnZvVqQ,Thu,0:00,1
23362,8cUCAdu2gFBjdWDKWaetRQ,Tue,23:00,1
23467,iRHTFqobTR2mQaDg2-Yojg,Tue,4:00,1
23583,P3Nl2QTfUtoe8-alSSh-9w,Thu,22:00,2
23653,IRfYEXJBQXxIN2d5pD_jKg,Thu,19:00,1
24062,rLwxan_oYkL-m8ldqsHuiA,Mon,21:00,1
24350,dTtMrvC0UoDV-3-8diJYLw,Mon,1:00,5
24560,sPd3E7lFzd_yooiq-ekxtQ,Sun,1:00,1
24782,vahVdHsH5HjThT0Sa2mThQ,Sun,21:00,2
24828,EgtyW19V-64c6PmRuvzSEA,Tue,6:00,3
24962,xd94CG9wqwLQvPsrSC1l9A,Thu,21:00,3
25006,UFyzcr1y2r3y-e_tNpA9VA,Thu,17:00,6
25143,CcuKo38SwW54TDlMWAMi7A,Fri,1:00,3
25179,ozAb1TjLJqRH_3pb8TaPTw,Sun,19:00,3
25301,hOxNKZJ8wWg8Q165U7CCqg,Thu,3:00,2
25341,DIUK7_PjGCOMcpS2fBiALg,Sat,17:00,7
25353,iSOaf_-deg1nIlCm3cuzvg,Mon,17:00,1
25625,6pG7n8Rx_7ZXeQQk690Nsw,Thu,13:00,4
26014,HY123qqsjVwmurS7hcCSkw,Sun,16:00,1
26070,imBVeP4aA-aLTdPD-t8_WQ,Mon,16:00,2
26187,V1JEkeAem05hps5ZCmMIgw,Mon,1:00,2
26270,O-GefJqucTHDIYJSxVhEyA,Fri,17:00,3
26534,wUqqq1nUFA8Fn-3vYYFyWQ,Wed,0:00,2
26682,Tiy_skxHMvNCpyzAIqv6qA,Sun,19:00,2
26727,O3tT9S9vZixg1iwiKeWfuw,Mon,1:00,3
26770,HO2knNxcc_8lFtgGxN8q2A,Fri,0:00,10
26957,-IoO4qZCdIQNgj2vCt9hqA,Sun,21:00,3
27093,ILa-Xv5-h23A9OMrYK17oQ,Tue,17:00,2
27138,bqNV9FU60H9BVPJ4kWptOA,Mon,19:00,3
27238,nM2Jl9GS7IGlluey8ieivg,Sun,23:00,2
27242,yLrCSSrSnpxB-0ZEPt19jA,Sat,6:00,1
27273,C63sF-wG4f1doMIMv2qvOg,Thu,1:00,6
27281,fH-udnxBjJ0ldqMeaMAoSw,Thu,23:00,2
27405,rnx0KHHTD9Yvr2BWAWwQ4g,Fri,13:00,3
27418,DEF77d-_S0UT2OI-njM5fQ,Sat,21:00,1
27441,86Ha2bJ6zMvWSv319myoQA,Wed,18:00,2
27572,iIok1p4qnpGAa07xoaXRQA,Mon,17:00,1
27585,caMVCmuEG4rIV8HtTdU9jA,Tue,22:00,2
27685,ZliwQrjUnAosBLM8W_bsGQ,Mon,23:00,4
27777,NVIaU1w3e8KSeaGihSWicg,Fri,0:00,1
27799,XMEGoJVtQ6EgVox1yTsO8w,Mon,13:00,1
27931,P3Nl2QTfUtoe8-alSSh-9w,Sun,18:00,1
27997,U7Ag9oPTjWinwcnGH20tcg,Mon,3:00,1
28004,5YUoTimGDPbbmRfw6SJgTQ,Tue,22:00,1
28106,xI8GXDAdJcPX5dIP0acBvw,Tue,2:00,6
28673,wPRMHVXKndQZj2Or2mCz8A,Fri,3:00,2
29102,XnFPzFiLZ8wKWZsmzGjvCQ,Sun,1:00,6
29236,hNuDWMtu56NLz4L1Ghm0aA,Thu,22:00,1
29237,d6VYQbeTZ_WdD8Uuhh35dg,Sat,3:00,12
29246,hisaMvsxMzo08xigPIwXiA,Tue,22:00,1
29350,mKT30qU_MlLj4Ps82JAZ8w,Wed,16:00,1
29495,xhc-bSw2Cz2Inskzjve3Rg,Mon,3:00,1
29604,MLwVTDhM2DOESvKGcfKCsg,Sat,1:00,3
29616,OnKyFU0FsiPVd8Jwl6st6g,Tue,23:00,14
29669,4mYNxIZan0vuTqZ9BS7__w,Wed,23:00,1
29699,YycuwgvTtOG7HBYW_cwvkg,Fri,4:00,1
29793,V_2YX2rW_l5N3UwwifokCQ,Thu,3:00,1
30201,iSOaf_-deg1nIlCm3cuzvg,Mon,8:00,1
30213,PLiVD2blqBDRzAAd1_RxxQ,Wed,14:00,5
30353,k1mNR7eIi-UWVmj_t23Yog,Sat,22:00,6
30430,Lu11ceuxJWh3dgRaPZGbsQ,Fri,19:00,1
30593,2-su3xdxOvyF0_2GZN4FLw,Mon,15:00,1
30637,RmwfJrR4__hd5Scae5qsTw,Sun,21:00,1
30679,_n7WS5jqFs89WHOINineqg,Thu,21:00,1
30692,lPsT-Rmmf6333z6h6ANHrw,Fri,1:00,1
30703,FMMNajth88mWX76QVp6N9Q,Fri,2:00,3
30782,M-caugKzJ9qLOmCBfD9Nyg,Fri,18:00,1
30987,zINKP9rtvo2IUKTZoYJUvQ,Fri,21:00,5
30993,h9ELiqDfwNktCvLEu1DDNg,Thu,22:00,3
31063,ih3ddtApyqb6W3T1mkdrag,Tue,14:00,3
31150,DWPAFq8HdzGzo2vhKixDJA,Thu,3:00,1
31153,8Rydf8hXleCwbCN9nvmZ4Q,Sun,3:00,2
31160,SBnpT6JDbah-5l_52GM5sw,Sun,23:00,7
31170,r5qUfdiSL2_hHfdqXBJAMA,Sat,21:00,1
31264,aKXzSFBrAoC_5kWUvjKGpg,Fri,21:00,2
31343,R-9gUTN8BJIDqGgzXEmq3Q,Sun,11:00,1
31401,Q5cwBuHfkt3NjnDrxA-h8w,Sat,3:00,2
31403,XMEGoJVtQ6EgVox1yTsO8w,Sat,22:00,1
31502,fNhp7o7RhmKhdBFTsJyyxw,Sat,5:00,2
31691,zINKP9rtvo2IUKTZoYJUvQ,Sat,2:00,8
31725,O3tT9S9vZixg1iwiKeWfuw,Thu,22:00,6
31727,2p5J9bc0acslM4XBNcXAJQ,Thu,0:00,1
31774,g6aWPjcKukfK1-Po70Lhyw,Sat,22:00,3
31811,DCab_cz7nDDW-IPsnKGb_A,Thu,2:00,2
31843,FlPAGqTovHc4mEIKJ7Q8Nw,Sat,19:00,6
31880,z_2Kc8bPWv0cGEO_jZzxWw,Tue,18:00,4
31927,c7ZTyqSG4v4ZVwK3vuDklQ,Sat,4:00,7
32116,uYoSb2rNi77LMQZ-Nn1Epg,Sun,18:00,2
32120,UyTYTtyZWym-7u84XMgSOQ,Wed,16:00,2
32127,2YlUn3s132hNq5ueGeIiJg,Sun,18:00,7
32225,nTj1Yi5TyRErrP8k8H3C3g,Sun,2:00,1
32332,I6iOdOeu3MxxuG6gIhzodQ,Thu,21:00,6
32339,rr-8WQv7TWFP3c83ypc4Cg,Sun,18:00,1
32371,kOUnvmGamiw90BfmthoQGg,Sun,19:00,2
32495,PLiVD2blqBDRzAAd1_RxxQ,Thu,2:00,5
32550,Rn9FfZqjIU1oy8XaST9qbw,Thu,14:00,1
32560,kVXyz0mYd7NaGuGdM_VMeQ,Thu,14:00,1
32695,lPsT-Rmmf6333z6h6ANHrw,Wed,0:00,1
32810,Wf7AV7JbR52qABil0bU8NA,Sat,22:00,4
32992,lCWebOwMT2T5WKyA_xb8HA,Sat,20:00,2
32994,mJAhCy5XbkaeQqMN05h4Yg,Fri,0:00,1
33158,mtjvQctnZEB-c__x5LXCvA,Wed,17:00,1
33264,NUTVC8LoicZmcsO10Jmolg,Sat,0:00,2
33380,JmXYTZcMZpcNINM5ldvEAw,Mon,21:00,3
33409,JBX0Bd9Va4_MtLPwX9Oosg,Tue,21:00,1
33684,krsjoEks-XF-PLKjOJW66A,Sat,14:00,2
33700,-pV9kWNoA9vyHfM_auYecA,Thu,17:00,8
33953,kz5UANVmPxpllcoLnZBNhg,Sun,22:00,10
34091,ey27rNqT2dqBqCP36iCNpQ,Tue,19:00,1
34283,qkDlRkNfrXE_4t2vMrTo0A,Mon,18:00,3
34469,-9yG5SmYxH8BLg4bML8VQg,Tue,0:00,2
34725,TQSgOs4gahJ9g8Y_-whMsQ,Fri,13:00,1
34764,TBh4lRgZayACZKK02suaSQ,Sat,4:00,4
34822,3LpBQxRKVxJIxdQd3PV_Hw,Wed,13:00,1
34866,Aua2Vi32K-G4LE0JCtAwiw,Fri,10:00,1
35091,K6LwZagSz-cUrCcVemXrlA,Mon,0:00,1
35334,Cs7Zny0ijnyE9nZWSLBnAg,Wed,17:00,1
35398,v14P9-vB1yjxFfFEYEWudw,Sun,23:00,15
35493,6Z75MVEou08v513A8DUbpw,Fri,2:00,5
35500,M-caugKzJ9qLOmCBfD9Nyg,Sun,19:00,8
35568,flCF_Vp9NOpTVeGv673nSg,Thu,21:00,2
35660,5uMfIYovqfgk41abdfFegw,Thu,5:00,1
35703,BvyUXno0grQerd5cZGDFPw,Sun,15:00,1
36062,y1H7Q7rN9JmySXvwDVYD8A,Tue,20:00,1
36287,-IoO4qZCdIQNgj2vCt9hqA,Sun,2:00,6
36336,AlwKuzyrrxlZ04ktebwmcA,Tue,20:00,1
36449,7Tp53xZh1ypd2wbudP6Qcw,Fri,18:00,2
36501,Wc1TtSuRgHXW8CLR7Rs7TA,Tue,23:00,3
36540,ffUMyqLvDLcsed5p_7wy5A,Sat,3:00,4
36562,t-LnJne10SHAWATKYdQdJQ,Fri,23:00,6
36709,nJClfvVwSrr2uuo_y2wO4w,Thu,17:00,3
37112,j2TKvVKLMgfJKe_UPtGOVg,Sun,21:00,1
37113,ITieHQ8UwKq74FnqTKnPOQ,Sat,0:00,2
37148,FlPAGqTovHc4mEIKJ7Q8Nw,Mon,23:00,3
37203,LZ_R2OLgZQSQMMzlp8uUOA,Fri,21:00,5
37207,lPsT-Rmmf6333z6h6ANHrw,Sun,12:00,1
37330,YsxyAYrg2LdMvf7nhp39Ow,Sat,1:00,2
37359,Y9Lsu_1dVNarV2wt1t5Cgw,Tue,11:00,1
37363,6_7_aSycZlRsfKENFiIi6g,Fri,0:00,2
37825,yxj0P4O-ydn2KTzOut86QA,Sat,23:00,5
38112,UyTYTtyZWym-7u84XMgSOQ,Sun,19:00,2
38149,6Z75MVEou08v513A8DUbpw,Wed,19:00,1
38621,Vbkb2shDxUE8H3PzrFnypA,Sat,0:00,4
38760,3ixWqNb_sort966Ouxc5vg,Tue,23:00,1
38890,lv_ngvbgwcP5pd2hauMOTw,Mon,17:00,1
38993,r5qUfdiSL2_hHfdqXBJAMA,Mon,18:00,1
39057,gdXfiX8gRpe2TeaWZJoOHQ,Mon,17:00,1
39071,BuS11AF9XSHEShscxQEzeg,Mon,18:00,5
39141,2cetuQgbP1Bnzm-uMRlocQ,Tue,12:00,1
39187,DIUK7_PjGCOMcpS2fBiALg,Sun,22:00,2
39222,mKT30qU_MlLj4Ps82JAZ8w,Mon,21:00,2
39228,2zx0Pt5OeHhjAZoNRqYTog,Fri,21:00,1
39522,86Ha2bJ6zMvWSv319myoQA,Thu,17:00,1
39642,lCWebOwMT2T5WKyA_xb8HA,Sat,23:00,1
39700,DEF77d-_S0UT2OI-njM5fQ,Thu,0:00,3
39801,6A9paRG2PVEfgGMXBrYdZA,Sat,14:00,9
39980,eQL6UKYvkWERh21rF0Blnw,Sat,0:00,2
39983,aLf_bFRNxxGdte8GrIAN4g,Wed,3:00,1
40070,KK5Hvy2JNjXpdO_zHA_LCA,Mon,0:00,1
